Horizon started successfully.
[2021-03-24 08:30:39][20892] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:30:39][20893] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:30:38][20839] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:30:38][20888] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:30:38][20888] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:30:38][20889] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:30:40][20835] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:30:40][20897] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:30:40][20897] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:30:40][20898] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:30:40][20898] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:30:40][20904] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:30:40][20904] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:30:40][20905] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:30:41][20905] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:30:40][20869] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:30:40][20906] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:30:40][20906] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:30:40][20907] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:30:40][20873] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:30:40][20902] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:30:40][20902] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:30:40][20903] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:30:40][20889] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:30:41][20907] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:30:43][20913] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:30:43][20695] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:30:43][20914] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:30:43][20914] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:30:43][20915] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:30:45][20893] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:30:46][20918] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:30:46][20918] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:30:46][20919] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:30:46][20915] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:30:46][20920] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:30:46][20920] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:30:46][20921] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:30:46][20921] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:30:48][20919] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:30:48][20926] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:30:48][20926] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:30:48][20927] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:30:47][20903] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:30:47][20923] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:30:49][20931] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:30:51][20927] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:30:51][20932] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:30:51][20932] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:30:51][20933] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:30:51][20933] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:30:51][20923] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:30:51][20934] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:30:51][20934] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:30:51][20935] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:30:51][20935] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:30:52][20937] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:30:56][20937] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:30:56][20944] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:30:56][20944] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:30:56][20945] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:30:58][20913] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:30:58][20948] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:30:58][20948] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:30:58][20949] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:01][20931] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:01][20959] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:01][20945] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:01][20954] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:01][20954] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:01][20955] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:04][20961] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:05][20955] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:05][20964] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:05][20964] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:05][20965] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:10][20965] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:10][20968] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:10][20968] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:10][20969] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:11][20961] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:11][20972] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:11][20972] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:11][20973] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:12][20959] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:12][20976] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:12][20976] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:12][20977] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:12][20969] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:12][20974] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:12][20974] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:12][20975] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:14][20975] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:14][20980] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:14][20980] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:14][20981] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:14][20949] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:14][20982] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:14][20982] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:14][20983] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:15][20981] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:15][20984] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:15][20984] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:15][20985] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:16][20985] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:16][20986] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:16][20986] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:16][20987] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:16][20987] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:16][20988] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:16][20988] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:16][20989] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:18][20989] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:18][20990] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:18][20990] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:18][20991] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:19][20977] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:19][20994] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:19][20994] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:19][20995] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:18][20991] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:18][20992] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:18][20992] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:18][20993] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:19][20993] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:19][20996] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:19][20996] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:19][20997] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:20][20997] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:20][20998] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:20][20998] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:20][20999] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:22][20995] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:22][21000] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:22][21000] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:22][21001] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:23][20999] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:23][21002] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:23][21002] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:23][21003] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:23][21003] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:23][21004] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:23][21004] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:23][21005] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:24][21005] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:33][20983] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:33][21020] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:33][21020] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:33][21021] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:33][21001] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:33][21023] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:34][21023] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:34][21026] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:34][21026] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:34][21027] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:36][20973] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:36][21030] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:36][21030] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:36][21031] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:35][21027] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:35][21028] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:35][21028] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:35][21029] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:36][21029] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:36][21032] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:36][21032] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:38][21031] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:38][21036] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:38][21036] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:38][21037] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:39][21037] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:39][21042] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:39][21042] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:39][21043] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:40][21043] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:40][21047] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:41][21047] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:41][21048] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:41][21048] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:41][21049] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:42][21049] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:42][21052] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:42][21052] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:42][21053] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:43][21053] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:43][21057] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:43][21056] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:43][21056] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:42][21054] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:42][21054] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:42][21055] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:43][21057] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:43][21058] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:43][21058] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:43][21059] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:43][21059] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:44][21055] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:44][21060] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:44][21060] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:44][21061] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:45][21061] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:45][21062] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:45][21062] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:45][21063] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:45][21063] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:45][21064] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:45][21064] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:45][21065] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:46][21065] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:46][21066] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:46][21066] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:46][21067] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:47][21067] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:47][21068] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:47][21068] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:47][21069] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:48][21069] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:48][21070] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:48][21070] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:48][21071] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:48][21071] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:48][21072] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:48][21072] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:48][21073] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:48][21073] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:57][21021] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:57][21075] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:31:57][21074] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:31:57][21074] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:32:23][21075] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:40:13][21081] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:40:13][21081] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:40:13][21082] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:40:18][21082] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:40:18][21083] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:40:18][21083] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:40:18][21084] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:40:23][21084] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:40:23][21086] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:40:27][21086] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:40:27][21087] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:40:27][21087] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:40:27][21088] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:40:33][21088] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:40:33][21089] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:40:33][21089] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:40:33][21090] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:40:39][21090] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:40:39][21091] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:40:39][21091] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:40:39][21092] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:40:44][21093] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:40:44][21093] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:40:44][21092] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:40:44][21094] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:40:50][21094] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:40:50][21095] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:40:50][21095] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:40:50][21096] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:40:53][21096] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:40:53][21097] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:40:53][21097] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:40:53][21098] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:40:55][21098] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:40:55][21099] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:40:55][21099] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:40:55][21100] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:40:58][21101] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:40:58][21101] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:40:58][21102] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:40:58][21100] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:41:01][21102] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:41:01][21103] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:41:01][21103] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:41:01][21104] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:41:03][21104] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:41:03][21105] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:41:03][21105] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:41:20][21116] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:41:24][21116] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:41:24][21117] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:41:24][21117] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:41:24][21118] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:41:27][21118] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:41:27][21119] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:41:27][21119] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:41:27][21120] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:41:34][21120] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:41:34][21121] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:41:34][21121] Processed:  App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:41:34][21122] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:41:37][21122] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:41:37][21124] Processing: App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:41:40][21124] Processed:  App\Jobs\SwSyncSourceImageJob
[2021-03-24 08:41:40][21125] Processing: App\Jobs\SwSyncSourceImageTempJob
[2021-03-24 08:41:40][21125] Processed:  App\Jobs\SwSyncSourceImageTempJob
